perm,best_gates,rep_perm,task,orbit_size
6 2 1 0 3 5 7 4,7,0 2 5 1 7 6 3 4,363,48
6 3 4 5 1 2 0 7,7,0 2 5 1 7 6 3 4,363,48
6 4 5 3 1 0 7 2,7,0 2 5 1 7 6 3 4,363,48
6 5 1 4 2 3 0 7,7,0 2 5 1 7 6 3 4,363,48
6 7 0 5 4 3 1 2,7,0 2 5 1 7 6 3 4,363,48
6 7 2 5 0 3 1 4,7,0 2 5 1 7 6 3 4,363,48
6 7 4 1 2 5 3 0,7,0 2 5 1 7 6 3 4,363,48
6 7 4 3 2 1 5 0,7,0 2 5 1 7 6 3 4,363,48
7 1 3 0 2 6 5 4,7,0 2 5 1 7 6 3 4,363,48
7 1 4 6 5 0 3 2,7,0 2 5 1 7 6 3 4,363,48
7 2 6 5 4 3 0 1,7,0 2 5 1 7 6 3 4,363,48
7 3 2 0 1 6 5 4,7,0 2 5 1 7 6 3 4,363,48
7 4 2 5 6 3 0 1,7,0 2 5 1 7 6 3 4,363,48
7 5 1 6 4 0 3 2,7,0 2 5 1 7 6 3 4,363,48
0 2 5 1 7 6 4 3,6,0 2 5 1 7 6 4 3,364,48
0 4 7 6 3 1 2 5,6,0 2 5 1 7 6 4 3,364,48
0 6 1 2 7 4 5 3,6,0 2 5 1 7 6 4 3,364,48
0 6 7 2 1 4 3 5,6,0 2 5 1 7 6 4 3,364,48
0 7 4 5 3 1 2 6,6,0 2 5 1 7 6 4 3,364,48
0 7 5 1 2 3 4 6,6,0 2 5 1 7 6 4 3,364,48
1 2 5 3 0 6 7 4,6,0 2 5 1 7 6 4 3,364,48
1 2 6 0 3 5 7 4,6,0 2 5 1 7 6 4 3,364,48
1 3 4 5 6 2 0 7,6,0 2 5 1 7 6 4 3,364,48
1 4 0 6 3 5 7 2,6,0 2 5 1 7 6 4 3,364,48
1 4 5 3 6 0 7 2,6,0 2 5 1 7 6 4 3,364,48
1 5 6 4 2 3 0 7,6,0 2 5 1 7 6 4 3,364,48
2 0 4 5 3 7 6 1,6,0 2 5 1 7 6 4 3,364,48
2 4 3 6 5 0 1 7,6,0 2 5 1 7 6 4 3,364,48
2 5 1 0 3 7 6 4,6,0 2 5 1 7 6 4 3,364,48
2 5 6 4 1 0 3 7,6,0 2 5 1 7 6 4 3,364,48
2 6 1 3 0 7 5 4,6,0 2 5 1 7 6 4 3,364,48
2 6 4 3 5 7 0 1,6,0 2 5 1 7 6 4 3,364,48
3 0 1 7 4 2 5 6,6,0 2 5 1 7 6 4 3,364,48
3 0 2 4 7 1 5 6,6,0 2 5 1 7 6 4 3,364,48
3 1 0 4 7 6 2 5,6,0 2 5 1 7 6 4 3,364,48
3 2 0 7 4 6 1 5,6,0 2 5 1 7 6 4 3,364,48
3 2 6 1 7 5 4 0,6,0 2 5 1 7 6 4 3,364,48
3 5 1 2 7 4 6 0,6,0 2 5 1 7 6 4 3,364,48
4 0 5 7 2 3 6 1,6,0 2 5 1 7 6 4 3,364,48
4 2 3 0 5 6 1 7,6,0 2 5 1 7 6 4 3,364,48
4 3 1 0 6 2 5 7,6,0 2 5 1 7 6 4 3,364,48
4 3 5 7 1 0 6 2,6,0 2 5 1 7 6 4 3,364,48
4 6 0 7 1 5 3 2,6,0 2 5 1 7 6 4 3,364,48
4 6 3 7 2 5 0 1,6,0 2 5 1 7 6 4 3,364,48
5 0 2 4 1 7 3 6,6,0 2 5 1 7 6 4 3,364,48
5 0 7 1 4 2 3 6,6,0 2 5 1 7 6 4 3,364,48
5 1 7 6 0 2 4 3,6,0 2 5 1 7 6 4 3,364,48
5 3 7 2 1 4 6 0,6,0 2 5 1 7 6 4 3,364,48
5 4 2 6 0 7 1 3,6,0 2 5 1 7 6 4 3,364,48
5 4 7 3 6 1 2 0,6,0 2 5 1 7 6 4 3,364,48
6 1 0 4 2 3 7 5,6,0 2 5 1 7 6 4 3,364,48
6 1 4 5 0 2 7 3,6,0 2 5 1 7 6 4 3,364,48
6 7 0 2 4 3 1 5,6,0 2 5 1 7 6 4 3,364,48
6 7 2 5 0 4 1 3,6,0 2 5 1 7 6 4 3,364,48
6 7 3 1 2 5 4 0,6,0 2 5 1 7 6 4 3,364,48
6 7 4 3 5 1 2 0,6,0 2 5 1 7 6 4 3,364,48
7 1 3 0 5 6 2 4,6,0 2 5 1 7 6 4 3,364,48
7 1 3 6 5 0 4 2,6,0 2 5 1 7 6 4 3,364,48
7 3 2 0 6 1 5 4,6,0 2 5 1 7 6 4 3,364,48
7 3 2 5 6 4 0 1,6,0 2 5 1 7 6 4 3,364,48
7 5 6 1 4 0 3 2,6,0 2 5 1 7 6 4 3,364,48
7 5 6 2 4 3 0 1,6,0 2 5 1 7 6 4 3,364,48
0 2 5 3 6 1 7 4,6,0 2 5 3 6 1 7 4,365,48
0 2 5 3 7 1 4 6,6,0 2 5 3 6 1 7 4,365,48
0 3 5 7 2 4 6 1,6,0 2 5 3 6 1 7 4,365,48
0 4 6 1 3 5 7 2,6,0 2 5 3 6 1 7 4,365,48
0 4 7 1 3 5 2 6,6,0 2 5 3 6 1 7 4,365,48
0 5 4 2 3 7 6 1,6,0 2 5 3 6 1 7 4,365,48
0 6 1 3 5 7 2 4,6,0 2 5 3 6 1 7 4,365,48
0 6 1 3 7 4 2 5,6,0 2 5 3 6 1 7 4,365,48
0 6 3 7 1 5 4 2,6,0 2 5 3 6 1 7 4,365,48
0 6 7 2 1 5 4 3,6,0 2 5 3 6 1 7 4,365,48
0 7 4 2 3 1 6 5,6,0 2 5 3 6 1 7 4,365,48
0 7 5 1 2 4 6 3,6,0 2 5 3 6 1 7 4,365,48
1 2 0 7 3 5 6 4,6,0 2 5 3 6 1 7 4,365,48
1 3 6 0 4 2 5 7,6,0 2 5 3 6 1 7 4,365,48
1 4 5 3 0 7 6 2,6,0 2 5 3 6 1 7 4,365,48
1 5 2 4 6 0 3 7,6,0 2 5 3 6 1 7 4,365,48
1 7 4 3 6 5 2 0,6,0 2 5 3 6 1 7 4,365,48
1 7 6 3 2 5 4 0,6,0 2 5 3 6 1 7 4,365,48
2 0 1 7 3 5 6 4,6,0 2 5 3 6 1 7 4,365,48
2 1 6 4 5 3 0 7,6,0 2 5 3 6 1 7 4,365,48
2 4 7 3 5 1 6 0,6,0 2 5 3 6 1 7 4,365,48
2 5 3 0 4 6 1 7,6,0 2 5 3 6 1 7 4,365,48
2 5 7 3 1 4 6 0,6,0 2 5 3 6 1 7 4,365,48
2 6 4 3 0 5 7 1,6,0 2 5 3 6 1 7 4,365,48
3 0 6 1 4 2 5 7,6,0 2 5 3 6 1 7 4,365,48
3 1 2 4 0 6 7 5,6,0 2 5 3 6 1 7 4,365,48
3 1 2 4 0 7 5 6,6,0 2 5 3 6 1 7 4,365,48
3 5 0 2 4 6 1 7,6,0 2 5 3 6 1 7 4,365,48
4 0 5 3 1 7 6 2,6,0 2 5 3 6 1 7 4,365,48
4 1 3 5 6 2 0 7,6,0 2 5 3 6 1 7 4,365,48
4 2 3 1 7 5 6 0,6,0 2 5 3 6 1 7 4,365,48
4 3 1 2 7 5 6 0,6,0 2 5 3 6 1 7 4,365,48
4 3 2 6 5 0 1 7,6,0 2 5 3 6 1 7 4,365,48
4 6 0 3 2 5 7 1,6,0 2 5 3 6 1 7 4,365,48
5 0 2 4 6 1 3 7,6,0 2 5 3 6 1 7 4,365,48
5 1 0 6 4 2 7 3,6,0 2 5 3 6 1 7 4,365,48
5 1 0 7 4 2 3 6,6,0 2 5 3 6 1 7 4,365,48
5 3 2 6 0 4 1 7,6,0 2 5 3 6 1 7 4,365,48
6 0 2 5 4 7 1 3,6,0 2 5 3 6 1 7 4,365,48
6 0 2 7 4 3 1 5,6,0 2 5 3 6 1 7 4,365,48
6 1 0 4 5 3 2 7,6,0 2 5 3 6 1 7 4,365,48
6 1 3 5 0 2 4 7,6,0 2 5 3 6 1 7 4,365,48
7 1 2 0 5 6 4 3,6,0 2 5 3 6 1 7 4,365,48
7 1 2 0 6 4 5 3,6,0 2 5 3 6 1 7 4,365,48
7 1 3 6 4 0 2 5,6,0 2 5 3 6 1 7 4,365,48
7 1 6 2 4 0 3 5,6,0 2 5 3 6 1 7 4,365,48
7 3 2 5 4 1 0 6,6,0 2 5 3 6 1 7 4,365,48
7 5 2 1 4 3 0 6,6,0 2 5 3 6 1 7 4,365,48
0 2 5 3 6 7 1 4,7,0 2 5 3 6 7 1 4,366,48
0 2 5 3 7 4 1 6,7,0 2 5 3 6 7 1 4,366,48
0 3 5 4 2 7 6 1,7,0 2 5 3 6 7 1 4,366,48
0 4 6 7 3 5 1 2,7,0 2 5 3 6 7 1 4,366,48
0 4 7 2 3 5 1 6,7,0 2 5 3 6 7 1 4,366,48
0 5 4 7 3 2 6 1,7,0 2 5 3 6 7 1 4,366,48
0 6 1 3 5 2 7 4,7,0 2 5 3 6 7 1 4,366,48
0 6 1 3 7 2 4 5,7,0 2 5 3 6 7 1 4,366,48
0 6 3 4 1 5 7 2,7,0 2 5 3 6 7 1 4,366,48
0 6 7 4 1 5 2 3,7,0 2 5 3 6 7 1 4,366,48
0 7 4 1 3 2 6 5,7,0 2 5 3 6 7 1 4,366,48
0 7 5 4 2 1 6 3,7,0 2 5 3 6 7 1 4,366,48
1 2 3 4 7 5 6 0,7,0 2 5 3 6 7 1 4,366,48
1 4 7 3 5 2 6 0,7,0 2 5 3 6 7 1 4,366,48
1 6 2 4 5 0 3 7,7,0 2 5 3 6 7 1 4,366,48
1 6 3 0 4 2 5 7,7,0 2 5 3 6 7 1 4,366,48
2 1 5 4 6 3 0 7,7,0 2 5 3 6 7 1 4,366,48
2 3 1 4 7 5 6 0,7,0 2 5 3 6 7 1 4,366,48
2 3 5 0 4 6 1 7,7,0 2 5 3 6 7 1 4,366,48
2 7 4 3 6 5 1 0,7,0 2 5 3 6 7 1 4,366,48
3 0 5 2 4 6 1 7,7,0 2 5 3 6 7 1 4,366,48
3 1 2 4 5 6 7 0,7,0 2 5 3 6 7 1 4,366,48
3 1 2 4 6 7 5 0,7,0 2 5 3 6 7 1 4,366,48
3 6 0 1 4 2 5 7,7,0 2 5 3 6 7 1 4,366,48
4 1 6 5 3 2 0 7,7,0 2 5 3 6 7 1 4,366,48
4 5 2 6 3 0 1 7,7,0 2 5 3 6 7 1 4,366,48
4 5 7 3 1 2 6 0,7,0 2 5 3 6 7 1 4,366,48
4 7 6 3 2 5 1 0,7,0 2 5 3 6 7 1 4,366,48
5 0 2 6 3 4 1 7,7,0 2 5 3 6 7 1 4,366,48
5 1 3 6 4 2 7 0,7,0 2 5 3 6 7 1 4,366,48
5 1 6 7 4 2 3 0,7,0 2 5 3 6 7 1 4,366,48
5 6 2 4 0 1 3 7,7,0 2 5 3 6 7 1 4,366,48
6 1 0 5 3 2 4 7,7,0 2 5 3 6 7 1 4,366,48
6 1 5 4 0 3 2 7,7,0 2 5 3 6 7 1 4,366,48
6 3 2 5 4 7 1 0,7,0 2 5 3 6 7 1 4,366,48
6 5 2 7 4 3 1 0,7,0 2 5 3 6 7 1 4,366,48
7 0 1 2 3 5 6 4,7,0 2 5 3 6 7 1 4,366,48
7 0 5 3 1 4 6 2,7,0 2 5 3 6 7 1 4,366,48
7 1 2 0 3 4 5 6,7,0 2 5 3 6 7 1 4,366,48
7 1 2 0 3 6 4 5,7,0 2 5 3 6 7 1 4,366,48
7 1 5 2 4 0 3 6,7,0 2 5 3 6 7 1 4,366,48
7 1 5 6 4 0 2 3,7,0 2 5 3 6 7 1 4,366,48
7 2 0 1 3 5 6 4,7,0 2 5 3 6 7 1 4,366,48
7 4 5 3 0 1 6 2,7,0 2 5 3 6 7 1 4,366,48
7 6 0 3 2 5 4 1,7,0 2 5 3 6 7 1 4,366,48
7 6 2 1 4 3 0 5,7,0 2 5 3 6 7 1 4,366,48
7 6 2 5 4 1 0 3,7,0 2 5 3 6 7 1 4,366,48
7 6 4 3 0 5 2 1,7,0 2 5 3 6 7 1 4,366,48
0 2 5 3 7 6 1 4,8,0 2 5 3 7 6 1 4,367,24
0 4 7 6 3 5 1 2,8,0 2 5 3 7 6 1 4,367,24
0 6 1 3 7 2 5 4,8,0 2 5 3 7 6 1 4,367,24
0 6 7 4 1 5 3 2,8,0 2 5 3 7 6 1 4,367,24
0 7 4 5 3 2 6 1,8,0 2 5 3 7 6 1 4,367,24
0 7 5 4 2 3 6 1,8,0 2 5 3 7 6 1 4,367,24
3 1 2 4 7 6 5 0,8,0 2 5 3 7 6 1 4,367,24
3 2 1 4 7 5 6 0,8,0 2 5 3 7 6 1 4,367,24
3 2 5 0 4 6 1 7,8,0 2 5 3 7 6 1 4,367,24
3 6 1 0 4 2 5 7,8,0 2 5 3 7 6 1 4,367,24
5 1 7 6 4 2 3 0,8,0 2 5 3 7 6 1 4,367,24
5 4 2 6 3 0 1 7,8,0 2 5 3 7 6 1 4,367,24
5 4 7 3 1 2 6 0,8,0 2 5 3 7 6 1 4,367,24
5 6 2 4 1 0 3 7,8,0 2 5 3 7 6 1 4,367,24
6 1 4 5 3 2 0 7,8,0 2 5 3 7 6 1 4,367,24
6 1 5 4 2 3 0 7,8,0 2 5 3 7 6 1 4,367,24
6 7 2 5 4 3 1 0,8,0 2 5 3 7 6 1 4,367,24
6 7 4 3 2 5 1 0,8,0 2 5 3 7 6 1 4,367,24
7 1 2 0 3 6 5 4,8,0 2 5 3 7 6 1 4,367,24
7 1 5 6 4 0 3 2,8,0 2 5 3 7 6 1 4,367,24
7 2 1 0 3 5 6 4,8,0 2 5 3 7 6 1 4,367,24
7 4 5 3 1 0 6 2,8,0 2 5 3 7 6 1 4,367,24
7 6 2 5 4 3 0 1,8,0 2 5 3 7 6 1 4,367,24
7 6 4 3 2 5 0 1,8,0 2 5 3 7 6 1 4,367,24
0 2 5 4 3 1 7 6,8,0 2 5 4 3 1 7 6,368,48
0 4 5 1 3 2 7 6,8,0 2 5 4 3 1 7 6,368,48
0 6 1 4 3 7 2 5,8,0 2 5 4 3 1 7 6,368,48
0 6 4 2 3 7 1 5,8,0 2 5 4 3 1 7 6,368,48
0 6 5 7 1 2 4 3,8,0 2 5 4 3 1 7 6,368,48
0 6 5 7 2 4 1 3,8,0 2 5 4 3 1 7 6,368,48
1 0 5 4 3 7 6 2,8,0 2 5 4 3 1 7 6,368,48
1 0 5 4 6 2 3 7,8,0 2 5 4 3 1 7 6,368,48
1 0 5 7 3 2 6 4,8,0 2 5 4 3 1 7 6,368,48
1 0 6 4 3 2 5 7,8,0 2 5 4 3 1 7 6,368,48
1 7 5 3 6 2 4 0,8,0 2 5 4 3 1 7 6,368,48
1 7 6 4 3 5 2 0,8,0 2 5 4 3 1 7 6,368,48
2 5 0 4 3 6 1 7,8,0 2 5 4 3 1 7 6,368,48
2 5 7 4 3 1 6 0,8,0 2 5 4 3 1 7 6,368,48
2 6 0 4 3 5 7 1,8,0 2 5 4 3 1 7 6,368,48
2 6 0 4 5 3 1 7,8,0 2 5 4 3 1 7 6,368,48
2 6 0 7 3 5 1 4,8,0 2 5 4 3 1 7 6,368,48
2 6 7 3 5 4 1 0,8,0 2 5 4 3 1 7 6,368,48
3 1 5 4 0 2 7 6,8,0 2 5 4 3 1 7 6,368,48
3 6 2 4 0 7 1 5,8,0 2 5 4 3 1 7 6,368,48
4 3 5 1 7 2 6 0,8,0 2 5 4 3 1 7 6,368,48
4 3 5 6 0 2 1 7,8,0 2 5 4 3 1 7 6,368,48
4 6 3 2 7 5 1 0,8,0 2 5 4 3 1 7 6,368,48
4 6 3 5 0 2 1 7,8,0 2 5 4 3 1 7 6,368,48
4 6 5 3 0 2 7 1,8,0 2 5 4 3 1 7 6,368,48
4 6 5 3 0 7 1 2,8,0 2 5 4 3 1 7 6,368,48
5 1 0 4 3 2 7 6,8,0 2 5 4 3 1 7 6,368,48
5 6 0 7 4 2 1 3,8,0 2 5 4 3 1 7 6,368,48
6 0 2 4 3 7 1 5,8,0 2 5 4 3 1 7 6,368,48
6 0 5 7 4 2 1 3,8,0 2 5 4 3 1 7 6,368,48
7 1 3 5 6 2 4 0,8,0 2 5 4 3 1 7 6,368,48
7 1 5 0 6 2 4 3,8,0 2 5 4 3 1 7 6,368,48
7 1 6 4 3 0 2 5,8,0 2 5 4 3 1 7 6,368,48
7 1 6 4 5 3 2 0,8,0 2 5 4 3 1 7 6,368,48
7 2 5 3 6 1 4 0,8,0 2 5 4 3 1 7 6,368,48
7 3 2 6 5 4 1 0,8,0 2 5 4 3 1 7 6,368,48
7 3 5 1 2 4 6 0,8,0 2 5 4 3 1 7 6,368,48
7 3 5 1 4 2 0 6,8,0 2 5 4 3 1 7 6,368,48
7 3 6 1 4 2 5 0,8,0 2 5 4 3 1 7 6,368,48
7 4 6 1 3 5 2 0,8,0 2 5 4 3 1 7 6,368,48
7 5 2 4 3 1 0 6,8,0 2 5 4 3 1 7 6,368,48
7 5 2 4 6 1 3 0,8,0 2 5 4 3 1 7 6,368,48
7 5 3 2 4 6 1 0,8,0 2 5 4 3 1 7 6,368,48
7 5 4 2 3 1 6 0,8,0 2 5 4 3 1 7 6,368,48
7 6 1 3 5 4 2 0,8,0 2 5 4 3 1 7 6,368,48
7 6 2 0 5 4 1 3,8,0 2 5 4 3 1 7 6,368,48
7 6 3 2 1 5 4 0,8,0 2 5 4 3 1 7 6,368,48
7 6 3 2 4 0 1 5,8,0 2 5 4 3 1 7 6,368,48
0 2 5 4 3 6 1 7,10,0 2 5 4 3 6 1 7,369,24
0 4 5 6 3 2 1 7,10,0 2 5 4 3 6 1 7,369,24
0 6 1 4 3 2 5 7,10,0 2 5 4 3 6 1 7,369,24
0 6 4 5 3 2 1 7,10,0 2 5 4 3 6 1 7,369,24
0 6 5 4 1 2 3 7,10,0 2 5 4 3 6 1 7,369,24
0 6 5 4 2 3 1 7,10,0 2 5 4 3 6 1 7,369,24
3 1 5 4 7 2 6 0,10,0 2 5 4 3 6 1 7,369,24
3 6 2 4 7 5 1 0,10,0 2 5 4 3 6 1 7,369,24
5 1 7 4 3 2 6 0,10,0 2 5 4 3 6 1 7,369,24
5 6 7 3 4 2 1 0,10,0 2 5 4 3 6 1 7,369,24
6 7 2 4 3 5 1 0,10,0 2 5 4 3 6 1 7,369,24
6 7 5 3 4 2 1 0,10,0 2 5 4 3 6 1 7,369,24
7 1 4 5 3 2 6 0,10,0 2 5 4 3 6 1 7,369,24
7 1 5 0 3 2 6 4,10,0 2 5 4 3 6 1 7,369,24
7 1 5 4 2 3 6 0,10,0 2 5 4 3 6 1 7,369,24
7 1 5 4 3 0 6 2,10,0 2 5 4 3 6 1 7,369,24
7 2 5 3 4 6 1 0,10,0 2 5 4 3 6 1 7,369,24
7 4 2 6 3 5 1 0,10,0 2 5 4 3 6 1 7,369,24
7 6 1 3 4 2 5 0,10,0 2 5 4 3 6 1 7,369,24
7 6 2 0 3 5 1 4,10,0 2 5 4 3 6 1 7,369,24
7 6 2 4 1 5 3 0,10,0 2 5 4 3 6 1 7,369,24
7 6 2 4 3 5 0 1,10,0 2 5 4 3 6 1 7,369,24
7 6 5 3 4 0 1 2,10,0 2 5 4 3 6 1 7,369,24
7 6 5 3 4 2 0 1,10,0 2 5 4 3 6 1 7,369,24
0 2 5 4 3 6 7 1,9,0 2 5 4 3 6 7 1,370,48
0 4 5 6 3 2 7 1,9,0 2 5 4 3 6 7 1,370,48
0 6 1 4 3 7 5 2,9,0 2 5 4 3 6 7 1,370,48
0 6 4 5 3 7 1 2,9,0 2 5 4 3 6 7 1,370,48
0 6 5 7 1 2 3 4,9,0 2 5 4 3 6 7 1,370,48
0 6 5 7 2 3 1 4,9,0 2 5 4 3 6 7 1,370,48
1 7 5 0 3 2 6 4,9,0 2 5 4 3 6 7 1,370,48
1 7 5 4 3 0 6 2,9,0 2 5 4 3 6 7 1,370,48
2 6 7 0 3 5 1 4,9,0 2 5 4 3 6 7 1,370,48
2 6 7 4 3 5 0 1,9,0 2 5 4 3 6 7 1,370,48
3 1 5 4 7 2 0 6,9,0 2 5 4 3 6 7 1,370,48
3 4 5 1 7 2 6 0,9,0 2 5 4 3 6 7 1,370,48
3 4 5 6 0 2 1 7,9,0 2 5 4 3 6 7 1,370,48
3 6 2 4 7 0 1 5,9,0 2 5 4 3 6 7 1,370,48
3 6 4 2 7 5 1 0,9,0 2 5 4 3 6 7 1,370,48
3 6 4 5 0 2 1 7,9,0 2 5 4 3 6 7 1,370,48
4 6 5 3 7 0 1 2,9,0 2 5 4 3 6 7 1,370,48
4 6 5 3 7 2 0 1,9,0 2 5 4 3 6 7 1,370,48
5 1 7 4 3 2 0 6,9,0 2 5 4 3 6 7 1,370,48
5 2 0 4 3 6 1 7,9,0 2 5 4 3 6 7 1,370,48
5 2 7 4 3 1 6 0,9,0 2 5 4 3 6 7 1,370,48
5 6 0 4 2 3 1 7,9,0 2 5 4 3 6 7 1,370,48
5 6 7 0 4 2 1 3,9,0 2 5 4 3 6 7 1,370,48
5 6 7 3 2 4 1 0,9,0 2 5 4 3 6 7 1,370,48
6 0 1 4 3 2 5 7,9,0 2 5 4 3 6 7 1,370,48
6 0 5 4 1 2 3 7,9,0 2 5 4 3 6 7 1,370,48
6 7 1 4 3 5 2 0,9,0 2 5 4 3 6 7 1,370,48
6 7 2 4 3 0 1 5,9,0 2 5 4 3 6 7 1,370,48
6 7 5 0 4 2 1 3,9,0 2 5 4 3 6 7 1,370,48
6 7 5 3 1 2 4 0,9,0 2 5 4 3 6 7 1,370,48
7 1 4 5 6 2 3 0,9,0 2 5 4 3 6 7 1,370,48
7 1 5 0 6 2 3 4,9,0 2 5 4 3 6 7 1,370,48
7 1 6 4 2 3 5 0,9,0 2 5 4 3 6 7 1,370,48
7 1 6 4 3 0 5 2,9,0 2 5 4 3 6 7 1,370,48
7 2 3 5 4 6 1 0,9,0 2 5 4 3 6 7 1,370,48
7 2 4 5 3 1 6 0,9,0 2 5 4 3 6 7 1,370,48
7 2 5 3 1 6 4 0,9,0 2 5 4 3 6 7 1,370,48
7 3 1 6 4 2 5 0,9,0 2 5 4 3 6 7 1,370,48
7 3 5 6 4 2 0 1,9,0 2 5 4 3 6 7 1,370,48
7 4 1 6 3 5 2 0,9,0 2 5 4 3 6 7 1,370,48
7 4 2 6 5 3 1 0,9,0 2 5 4 3 6 7 1,370,48
7 4 5 1 2 3 6 0,9,0 2 5 4 3 6 7 1,370,48
7 5 2 4 1 6 3 0,9,0 2 5 4 3 6 7 1,370,48
7 5 2 4 3 6 0 1,9,0 2 5 4 3 6 7 1,370,48
7 6 1 3 2 4 5 0,9,0 2 5 4 3 6 7 1,370,48
7 6 2 0 5 3 1 4,9,0 2 5 4 3 6 7 1,370,48
7 6 3 5 4 0 1 2,9,0 2 5 4 3 6 7 1,370,48
7 6 4 2 1 5 3 0,9,0 2 5 4 3 6 7 1,370,48
0 2 5 4 3 7 1 6,9,0 2 5 4 3 7 1 6,371,48
0 4 5 7 3 2 1 6,9,0 2 5 4 3 7 1 6,371,48
0 6 1 4 3 2 7 5,9,0 2 5 4 3 7 1 6,371,48
0 6 4 7 3 2 1 5,9,0 2 5 4 3 7 1 6,371,48
0 6 5 4 1 2 7 3,9,0 2 5 4 3 7 1 6,371,48
0 6 5 4 2 7 1 3,9,0 2 5 4 3 7 1 6,371,48
1 3 5 4 7 2 6 0,9,0 2 5 4 3 7 1 6,371,48
1 5 7 4 3 2 6 0,9,0 2 5 4 3 7 1 6,371,48
1 6 0 4 3 2 5 7,9,0 2 5 4 3 7 1 6,371,48
1 6 5 4 0 2 3 7,9,0 2 5 4 3 7 1 6,371,48
2 0 5 4 3 6 1 7,9,0 2 5 4 3 7 1 6,371,48
2 6 3 4 7 5 1 0,9,0 2 5 4 3 7 1 6,371,48
2 6 5 4 0 3 1 7,9,0 2 5 4 3 7 1 6,371,48
2 7 6 4 3 5 1 0,9,0 2 5 4 3 7 1 6,371,48
3 1 5 4 6 2 7 0,9,0 2 5 4 3 7 1 6,371,48
3 6 2 4 5 7 1 0,9,0 2 5 4 3 7 1 6,371,48
4 0 5 6 3 2 1 7,9,0 2 5 4 3 7 1 6,371,48
4 6 0 5 3 2 1 7,9,0 2 5 4 3 7 1 6,371,48
4 6 7 3 5 2 1 0,9,0 2 5 4 3 7 1 6,371,48
4 7 5 3 6 2 1 0,9,0 2 5 4 3 7 1 6,371,48
5 1 6 4 3 2 7 0,9,0 2 5 4 3 7 1 6,371,48
5 6 3 7 4 2 1 0,9,0 2 5 4 3 7 1 6,371,48
6 3 5 7 4 2 1 0,9,0 2 5 4 3 7 1 6,371,48
6 5 2 4 3 7 1 0,9,0 2 5 4 3 7 1 6,371,48
7 0 5 1 3 2 6 4,9,0 2 5 4 3 7 1 6,371,48
7 0 5 4 3 1 6 2,9,0 2 5 4 3 7 1 6,371,48
7 1 5 0 3 2 4 6,9,0 2 5 4 3 7 1 6,371,48
7 1 5 4 3 0 2 6,9,0 2 5 4 3 7 1 6,371,48
7 1 5 4 6 3 2 0,9,0 2 5 4 3 7 1 6,371,48
7 1 6 5 3 2 4 0,9,0 2 5 4 3 7 1 6,371,48
7 2 5 3 6 4 1 0,9,0 2 5 4 3 7 1 6,371,48
7 3 5 2 4 6 1 0,9,0 2 5 4 3 7 1 6,371,48
7 3 5 4 2 1 6 0,9,0 2 5 4 3 7 1 6,371,48
7 4 6 2 3 5 1 0,9,0 2 5 4 3 7 1 6,371,48
7 5 2 6 3 4 1 0,9,0 2 5 4 3 7 1 6,371,48
7 5 4 1 3 2 6 0,9,0 2 5 4 3 7 1 6,371,48
7 6 0 2 3 5 1 4,9,0 2 5 4 3 7 1 6,371,48
7 6 0 4 3 5 2 1,9,0 2 5 4 3 7 1 6,371,48
7 6 1 3 5 2 4 0,9,0 2 5 4 3 7 1 6,371,48
7 6 2 0 3 4 1 5,9,0 2 5 4 3 7 1 6,371,48
7 6 2 4 3 1 0 5,9,0 2 5 4 3 7 1 6,371,48
7 6 2 4 5 1 3 0,9,0 2 5 4 3 7 1 6,371,48
7 6 3 1 4 2 5 0,9,0 2 5 4 3 7 1 6,371,48
7 6 3 4 1 5 2 0,9,0 2 5 4 3 7 1 6,371,48
7 6 5 1 4 2 0 3,9,0 2 5 4 3 7 1 6,371,48
7 6 5 2 4 0 1 3,9,0 2 5 4 3 7 1 6,371,48
7 6 5 3 0 2 4 1,9,0 2 5 4 3 7 1 6,371,48
7 6 5 3 0 4 1 2,9,0 2 5 4 3 7 1 6,371,48
0 2 5 4 3 7 6 1,8,0 2 5 4 3 7 6 1,372,48
0 4 5 7 3 2 6 1,8,0 2 5 4 3 7 6 1,372,48
0 6 1 4 3 5 7 2,8,0 2 5 4 3 7 6 1,372,48
0 6 4 7 3 5 1 2,8,0 2 5 4 3 7 6 1,372,48
0 6 5 3 1 2 7 4,8,0 2 5 4 3 7 6 1,372,48
0 6 5 3 2 7 1 4,8,0 2 5 4 3 7 6 1,372,48
0 6 5 3 7 2 4 1,8,0 2 5 4 3 7 6 1,372,48
0 6 5 3 7 4 1 2,8,0 2 5 4 3 7 6 1,372,48
0 6 7 2 3 5 1 4,8,0 2 5 4 3 7 6 1,372,48
0 6 7 4 3 5 2 1,8,0 2 5 4 3 7 6 1,372,48
0 7 5 1 3 2 6 4,8,0 2 5 4 3 7 6 1,372,48
0 7 5 4 3 1 6 2,8,0 2 5 4 3 7 6 1,372,48
1 2 7 4 3 5 6 0,8,0 2 5 4 3 7 6 1,372,48
1 4 5 3 7 2 6 0,8,0 2 5 4 3 7 6 1,372,48
2 6 4 3 7 5 1 0,8,0 2 5 4 3 7 6 1,372,48
2 7 1 4 3 5 6 0,8,0 2 5 4 3 7 6 1,372,48
3 0 5 6 4 2 1 7,8,0 2 5 4 3 7 6 1,372,48
